"","id","created_at","updated_at","active","bats","birth_date","captain","city","country","draft_overall_pick","draft_round","draft_season","draft_team_name","first_name","handedness","height","high_school","humanized_salary","last_name","mlbam_id","name","nickname","position_abbreviation","position_name","pro_debut","salary","salary_currency","school","slug","sport","state","uniform_number","unit_of_height","unit_of_weight","weight","years_of_experience","league_id","playing_position_id","team_id"
"480","8e211956-d137-429d-bf78-972eb0bc902c","2016-04-06T11:09:54-04:00","2016-04-06T11:20:06-04:00",FALSE,"bats_unknown","1988-07-05",NA,"Missisauga","CAN",103,4,"2006","Florida","Michael","left",74,NA,"650,000","Caruso",NA,"Michael Caruso",NA,"D","Defense",NA,650000,"USD",NA,"nhl-michael-caruso","hockey","Ontario","62","inches","pounds",191,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
"481","53d67214-cf90-4df2-99d4-44eea1d264e9","2016-01-06T01:54:22-05:00","2016-10-12T19:32:18-04:00",FALSE,"bats_unknown","1995-05-04","N","Hartford","",85,3,"2013",NA,"Cole","unknown",72,NA,"667,500","Cassels",NA,"Cole Cassels",NA,"C","Center",NA,667500,"USD",NA,"nhl-cole-cassels","hockey","","52","inches","pounds",180,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","b6bc24e7-bd37-461e-a7b2-af79f68b2438"
"482","1f277d36-e858-4cb4-9077-087002a910ad","2016-01-06T01:53:57-05:00","2016-10-19T12:52:01-04:00",TRUE,"bats_unknown","1991-12-27","N","Stillwater","",NA,NA,NA,NA,"Chris","unknown",73,NA,"792,500","Casto",NA,"Chris Casto",NA,"D","Defense",NA,792500,"USD",NA,"nhl-chris-casto","hockey","","65","inches","pounds",200,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"483","9b1ec5fc-67b9-4b20-9968-c111a3407ecf","2016-01-06T01:55:02-05:00","2016-10-19T12:56:59-04:00",TRUE,"bats_unknown","1993-03-09","N","Newmarket","",77,3,"2011",NA,"Daniel","unknown",69,NA,"575,000","Catenacci",NA,"Daniel Catenacci",NA,"C","Center",NA,575000,"USD",NA,"nhl-daniel-catenacci","hockey","","43","inches","pounds",191,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","1deb863f-6919-4b88-8a38-51753f3f3032"
"484","213c4c05-53d0-400a-a64a-1205143990ff","2016-01-06T03:19:23-05:00","2016-10-19T13:02:07-04:00",TRUE,"bats_unknown","1994-12-26","N","Battleford","",NA,NA,NA,NA,"Colby","unknown",73,NA,"655,000","Cave",NA,"Colby Cave",NA,"C","Center",NA,655000,"USD",NA,"nhl-colby-cave","hockey","","57","inches","pounds",198,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"485","d0e24e1a-3065-4abd-9c45-5937e11f1515","2016-01-06T01:32:02-05:00","2017-05-08T13:17:26-04:00",TRUE,"bats_unknown","1993-12-21","N","Ottawa","CAN",15,1,"2012","Ottawa","Cody","unknown",75,NA,"832,500","Ceci",NA,"Cody Ceci","Cody","D","Defense",NA,832500,"USD",NA,"nhl-cody-ceci","hockey","ON","5","inches","pounds",205,2,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","42add1c3-7eed-4356-bd0b-cc3aa88693e8"
"486","67523026-e44f-4ed1-80e2-8e4fffade7a5","2016-10-12T19:17:40-04:00","2016-10-12T19:32:21-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Anton","unknown",NA,NA,"0","Cederholm",NA,"Anton Cederholm",NA,"D","D",NA,NA,"USD",NA,"nhl-anton-cederholm","hockey","","57","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"b6bc24e7-bd37-461e-a7b2-af79f68b2438"
"487","c42ebe6b-eb87-4a28-b87d-2e3f9c745e65","2016-10-02T13:16:22-04:00","2017-03-16T21:09:18-04:00",TRUE,"bats_unknown","1995-08-02","N","Zilina","",90,3,"2013","Boston","Peter","unknown",74,NA,"0","Cehlarik",NA,"Peter Cehlarik","Peter","F","F",NA,NA,"USD",NA,"joique-bell","hockey","","83","inches","pounds",202,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"488","2f7eca38-c53b-42c5-be69-efccf614a97a","2016-01-06T03:18:35-05:00","2016-10-19T12:58:36-04:00",TRUE,"bats_unknown","1997-05-28","N","Kosice","",43,2,"2015",NA,"Erik","unknown",75,NA,"697,500","Cernak",NA,"Erik Cernak",NA,"D","Defense",NA,697500,"USD",NA,"nhl-erik-cernak","hockey","","0","inches","pounds",203,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","ae19bcc6-3f57-46a0-9a14-6b0752155691"
"489","46c004bf-4dc2-41fb-95af-e35dc633e73f","2016-04-06T11:12:59-04:00","2016-04-06T11:12:59-04:00",TRUE,"bats_unknown","1985-12-10",NA,"Prague","CZE",NA,NA,NA,NA,"Roman","left",71,NA,"925,000","Cervenka",NA,"Roman Cervenka",NA,"C","Center",NA,925000,"USD",NA,"nhl-roman-cervenka","hockey",NA,"10","inches","pounds",201,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","926ad5ca-c17f-4b20-8b72-9043b6066bc9"
"490","c6333c20-f700-45e3-b53f-3fcbe5367d79","2016-01-06T01:53:46-05:00","2016-11-17T12:17:21-05:00",TRUE,"bats_unknown","1997-01-30","N","Sainte-Marie","CAN",18,1,"2015","Ottawa","Thomas","unknown",74,NA,"925,000","Chabot",NA,"Thomas Chabot",NA,"D","Defense",NA,925000,"USD",NA,"nhl-thomas-chabot","hockey","QC","72","inches","pounds",190,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","42add1c3-7eed-4356-bd0b-cc3aa88693e8"
"491","68e276d2-91e6-4c91-8981-a4a43208a2af","2016-10-12T19:19:14-04:00","2016-10-12T19:19:14-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Alexandr","unknown",NA,NA,"0","Chagodayev",NA,"Alexandr Chagodayev",NA,"NA","NA",NA,NA,"USD",NA,"nhl-alexandr-chagodayev","hockey","","0","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"0e39b5fe-bbac-4488-8a4c-6556fa1fff88"
"492","43bc7af1-a17c-43bc-9e79-36d0e509868f","2016-10-12T19:14:44-04:00","2016-10-12T19:31:36-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Adam","unknown",NA,NA,"0","Chapie",NA,"Adam Chapie",NA,"F","F",NA,NA,"USD",NA,"nhl-adam-chapie","hockey","","60","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"d32b9696-2d78-40a0-bf6d-3cd16dc48c96"
"493","15558f0e-5837-4743-ad82-5b70545d5144","2016-01-06T03:19:53-05:00","2016-01-06T03:19:53-05:00",FALSE,"bats_unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Josh","right",76,NA,"0","Chapman",NA,"Josh Chapman",NA,"D","Defense",NA,0,"USD",NA,"nhl-josh-chapman","hockey",NA,NA,"inches","pounds",207,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","1deb863f-6919-4b88-8a38-51753f3f3032"
"494","e128a2fc-dfdc-4070-b75b-4b41ea8a5296","2016-01-06T01:44:55-05:00","2017-05-08T13:17:13-04:00",TRUE,"bats_unknown","1992-04-09","N","Ile Bizard","CAN",89,3,"2010","Philadelphia","Michael","unknown",74,NA,"650,000","Chaput",NA,"Michael Chaput","Michael","C","Center",NA,650000,"USD",NA,"nhl-michael-chaput","hockey","QC","45","inches","pounds",204,2,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","b6bc24e7-bd37-461e-a7b2-af79f68b2438"
"495","f45040e7-614a-4bec-9278-76801555d5e1","2016-01-06T01:32:50-05:00","2017-05-08T13:17:24-04:00",TRUE,"bats_unknown","1977-03-18","C","Trencin","SVK",56,3,"1996","NY Islanders","Zdeno","unknown",81,NA,"5,000,000","Chara",NA,"Zdeno Chara","Zdeno","D","Defense",NA,5000000,"USD",NA,"nhl-zdeno-chara","hockey","","33","inches","pounds",250,18,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"496","550fa5d8-f75e-43ef-9857-c72b21c1f0f4","2016-01-06T01:54:23-05:00","2016-10-19T12:52:26-04:00",TRUE,"bats_unknown","1996-04-03","N","Saskatoon","",149,5,"2014",NA,"Rourke","unknown",71,NA,"667,500","Chartier",NA,"Rourke Chartier",NA,"C","Center",NA,667500,"USD",NA,"nhl-rourke-chartier","hockey","","60","inches","pounds",180,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","4a2527de-0e8b-49cb-9d36-8101ccac5265"
"497","5829092a-5fc3-4bde-89c9-88bd5f852c3d","2016-01-06T01:53:56-05:00","2016-04-03T02:31:51-04:00",FALSE,"bats_unknown","1995-01-01",NA,"Sherwood Park","CAN",188,7,"2013","Edmonton","Greg","right",72,NA,"692,500","Chase",NA,"Greg Chase",NA,"C","Center",NA,692500,"USD",NA,"nhl-greg-chase","hockey","Alberta","72","inches","pounds",205,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","10c78613-f4e5-4ebf-a259-e3643aa3785a"
"498","6985c489-2806-4041-b74e-d9b1a3cea6fb","2016-10-12T19:12:43-04:00","2016-10-19T12:59:32-04:00",TRUE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Gregory","unknown",NA,NA,"0","Chase",NA,"Gregory Chase",NA,"NA","NA",NA,NA,"USD",NA,"nhl-gregory-chase","hockey","","72","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"10c78613-f4e5-4ebf-a259-e3643aa3785a"
"499","d7106be2-a091-42c8-a72a-a1c501095f4e","2016-10-12T19:16:36-04:00","2016-10-12T19:31:29-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Jalen","unknown",NA,NA,"0","Chatfield",NA,"Jalen Chatfield",NA,"D","D",NA,NA,"USD",NA,"nhl-jalen-chatfield","hockey","","0","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"4a2527de-0e8b-49cb-9d36-8101ccac5265"
"500","81c14319-c915-469e-bf76-ed973083333b","2016-10-12T19:12:21-04:00","2016-10-12T19:12:21-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Connor","unknown",NA,NA,"0","Chatham",NA,"Connor Chatham",NA,"F","F",NA,NA,"USD",NA,"nhl-connor-chatham","hockey","","0","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"5786217b-24e4-4827-8fb9-b4bcd388b869"
"501","3813b0d1-07d9-43fb-8f26-8d0830416712","2016-03-21T07:10:37-04:00","2016-06-17T08:10:35-04:00",TRUE,"bats_unknown","1992-11-29",NA,"Beverly Hills","USA",NA,NA,NA,NA,"Trevor","left",74,NA,"590,000","Cheek",NA,"Trevor Cheek",NA,"LW","Left Wing",NA,590000,"USD",NA,"nhl-trevor-cheek","hockey","California","39","inches","pounds",209,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","4cab4924-a7f5-43c5-8c16-73276fe5b485"
"502","81026b3e-aa7f-48bc-ad0d-d7f9b37d59a3","2016-04-06T11:05:46-04:00","2016-04-06T11:05:46-04:00",TRUE,"bats_unknown","1962-01-25",NA,"Chicago","USA",40,2,"1981","Montreal","Chris","right",72,NA,"0","Chelios",NA,"Chris Chelios",NA,"D","Defense",NA,NA,"USD",NA,"nhl-chris-chelios","hockey","Illinois","24","inches","pounds",191,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","c2a7d98a-fa2c-446e-9682-a8949854023e"
"503","20d18e10-a107-4676-aa04-7f096eaffa91","2016-01-06T03:17:20-05:00","2016-10-19T13:01:53-04:00",TRUE,"bats_unknown","1991-03-08","N","Bloomfield Hills","",NA,NA,NA,NA,"Jake","unknown",74,NA,"0","Chelios",NA,"Jake Chelios",NA,"D","Defense",NA,0,"USD",NA,"nhl-jake-chelios","hockey","","76","inches","pounds",185,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","b0c4bd8e-fba7-4374-87d2-68bd4ab20875"
"504","7a703160-90a5-456e-ad67-f01922d204ab","2016-01-06T03:19:23-05:00","2016-01-06T03:19:23-05:00",FALSE,"bats_unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Andrew","right",71,NA,"0","Cherniwchan",NA,"Andrew Cherniwchan",NA,"RW","Right Wing",NA,0,"USD",NA,"nhl-andrew-cherniwchan","hockey",NA,NA,"inches","pounds",181,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"505","00b99dc8-327c-47f9-b501-9663c1f2f33b","2016-04-06T11:09:41-04:00","2016-04-06T11:09:41-04:00",FALSE,"bats_unknown","1987-02-22",NA,"Cole Harbour","CAN",NA,NA,NA,NA,"Marc","left",75,NA,"0","Cheverie",NA,"Marc Cheverie",NA,"D","Defense",NA,NA,"USD",NA,"nhl-marc-cheverie","hockey","Nova Scotia",NA,"inches","pounds",183,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","06bab022-21a6-4999-b7a1-fe569971c68a"
"506","775fde5e-8950-40c0-b306-cfa39af37596","2016-01-06T01:31:55-05:00","2017-05-08T13:17:39-04:00",TRUE,"bats_unknown","1991-05-09","N","Hamilton","CAN",120,4,"2009","Winnipeg","Ben","unknown",75,NA,"825,000","Chiarot",NA,"Ben Chiarot","Ben","D","Defense",NA,825000,"USD",NA,"nhl-ben-chiarot","hockey","ON","7","inches","pounds",215,2,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","157c2242-afa5-499d-906d-6a992927e58d"
"507","344bfff7-bff9-4201-9bf3-7e4f5ef69a5b","2016-01-06T01:32:01-05:00","2017-05-08T13:17:11-04:00",TRUE,"bats_unknown","1990-10-01","N","Montreal","CAN",38,2,"2009","Dallas","Alex","unknown",76,NA,"1,200,000","Chiasson",NA,"Alex Chiasson","Alex","RW","Right Wing",NA,1200000,"USD","Boston","nhl-alex-chiasson","hockey","QC","39","inches","pounds",205,3,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","926ad5ca-c17f-4b20-8b72-9043b6066bc9"
"508","6fffe27f-23db-4234-916b-783bcc5c73e4","2016-01-06T01:32:32-05:00","2017-05-08T13:17:31-04:00",TRUE,"bats_unknown","1979-05-02","N","Edmonton","CAN",121,5,"1997","Edmonton","Jason","unknown",73,NA,"2,000,000","Chimera",NA,"Jason Chimera","Jason","LW","Left Wing",NA,2000000,"USD",NA,"nhl-jason-chimera","hockey","AB","25","inches","pounds",213,14,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","1f2dbc61-cced-4d84-9ee9-81bae4c9c70f"
"509","0276d748-3c61-4e85-bc56-2abc4539084e","2016-01-06T01:32:25-05:00","2017-03-07T09:38:42-05:00",TRUE,"bats_unknown","1986-02-19",NA,"Westlock","",18,1,"2004","Montreal","Kyle","unknown",74,NA,"950,000","Chipchura",NA,"Kyle Chipchura","Kyle","C","Center",NA,950000,"USD",NA,"nhl-kyle-chipchura","hockey","","24","inches","pounds",203,9,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","06bab022-21a6-4999-b7a1-fe569971c68a"
"510","3defa8e5-757b-4e90-ae05-d50ff9e74e0d","2016-04-06T11:04:58-04:00","2016-04-06T11:04:58-04:00",FALSE,"bats_unknown","1983-04-17",NA,"Chelyabinsk","RUS",5,1,"2001","Anaheim","Stanislav","left",71,NA,"0","Chistov",NA,"Stanislav Chistov",NA,"LW","Left Wing",NA,NA,"USD",NA,"nhl-stanislav-chistov","hockey",NA,"13","inches","pounds",180,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"511","6279c9b7-b1a3-42ca-9316-019f7ac683fd","2016-10-12T19:15:11-04:00","2016-10-12T19:30:18-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Braydyn","unknown",NA,NA,"0","Chizen",NA,"Braydyn Chizen",NA,"D","D",NA,NA,"USD",NA,"nhl-braydyn-chizen","hockey","","0","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"4043825f-90d4-4f0d-8eb6-c734a2eafe9f"
"512","67dc1d33-b3bc-453f-a8a2-a2210bde07e0","2016-01-06T01:53:49-05:00","2016-10-19T13:03:37-04:00",TRUE,"bats_unknown","1997-06-03","N",NA,"",48,2,"2015",NA,"Filip","unknown",73,NA,"0","Chlapik",NA,"Filip Chlapik",NA,"C","Center",NA,0,"USD",NA,"nhl-filip-chlapik","hockey","","78","inches","pounds",196,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","42add1c3-7eed-4356-bd0b-cc3aa88693e8"
"513","aa90c3f5-27cf-4841-af88-fc5e6edbd564","2016-01-06T01:33:32-05:00","2017-05-08T13:17:37-04:00",TRUE,"bats_unknown","1987-04-27","N","Thunder Bay","CAN",36,2,"2005","Edmonton","Taylor","unknown",73,NA,"700,000","Chorney",NA,"Taylor Chorney","Taylor","D","Defense",NA,700000,"USD","North Dakota","nhl-taylor-chorney","hockey","ON","4","inches","pounds",189,5,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","54276c06-42a0-4649-838c-a462451d54c8"
"514","c3caa19e-998b-4075-b1c6-d0460ac2c8f3","2016-04-06T11:09:22-04:00","2016-04-06T11:09:34-04:00",FALSE,"bats_unknown","1983-12-17",NA,"Edmonton","CAN",69,3,"2002","Pittsburgh","Erik","left",73,NA,"925,000","Christensen",NA,"Erik Christensen",NA,"C","Center",NA,925000,"USD",NA,"nhl-erik-christensen","hockey","Alberta","40","inches","pounds",200,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","d32b9696-2d78-40a0-bf6d-3cd16dc48c96"
"515","c10ca09b-8021-4ed1-977f-784b51a80233","2016-01-06T01:54:30-05:00","2016-10-19T12:59:30-04:00",TRUE,"bats_unknown","1994-08-02","N","Sherwood Park","",NA,NA,NA,NA,"Braden","unknown",70,NA,"575,000","Christoffer",NA,"Braden Christoffer",NA,"LW","Left Wing",NA,575000,"USD",NA,"nhl-braden-christoffer","hockey","","61","inches","pounds",188,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","10c78613-f4e5-4ebf-a259-e3643aa3785a"
"516","239c5cd1-a43a-4e72-a2cb-c733039dbac0","2016-10-12T19:07:48-04:00","2017-05-08T13:17:06-04:00",TRUE,"bats_unknown","1998-03-31","N","Boca Raton","USA",16,1,"2016","Arizona","Jakob","unknown",74,NA,"0","Chychrun",NA,"Jakob Chychrun","Jakob","D","D",NA,NA,"USD",NA,"nhl-jakob-chychrun","hockey","FL","6","inches","pounds",200,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"06bab022-21a6-4999-b7a1-fe569971c68a"
"517","36af00f5-8da7-42f2-bf2e-55d110551ef3","2016-01-06T03:19:07-05:00","2016-04-03T02:31:41-04:00",FALSE,"bats_unknown","1990-11-25",NA,"Concord","CAN",NA,NA,NA,NA,"Daniel","left",71,NA,"0","Ciampini",NA,"Daniel Ciampini",NA,"RW","Right Wing",NA,0,"USD",NA,"nhl-daniel-ciampini","hockey","Ontario","51","inches","pounds",185,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","a345b10e-87b5-4635-bf24-fd6be058346f"
"518","b43a00c8-9c2d-4e35-90ea-fa4700bfbd2f","2016-01-06T03:20:53-05:00","2016-04-03T06:20:05-04:00",FALSE,"bats_unknown","1997-07-15",NA,"Woodbridge","CAN",72,3,"2015","Tampa Bay","Anthony","left",72,NA,"0","Cirelli",NA,"Anthony Cirelli",NA,"C","Center",NA,0,"USD",NA,"nhl-anthony-cirelli","hockey","Ontario",NA,"inches","pounds",161,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","efd97f2d-fe29-4fe8-9f01-cfad8488c0c2"
"519","e24931e2-54e7-4751-8355-78174edc8539","2016-01-06T01:32:16-05:00","2017-05-08T13:17:31-04:00",TRUE,"bats_unknown","1991-02-27","N","Toronto","CAN",92,4,"2009","NY Islanders","Casey","unknown",70,NA,"1,200,000","Cizikas",NA,"Casey Cizikas","Casey","C","Center",NA,1200000,"USD",NA,"nhl-casey-cizikas","hockey","ON","53","inches","pounds",201,4,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","1f2dbc61-cced-4d84-9ee9-81bae4c9c70f"
"520","212d0f12-0289-411f-a998-b8e0928fe608","2016-01-06T01:51:21-05:00","2017-05-08T13:17:27-04:00",TRUE,"bats_unknown","1992-11-24","N","Stockholm","SWE",126,5,"2011","Ottawa","Fredrik","unknown",72,NA,"600,000","Claesson",NA,"Fredrik Claesson","Fredrik","D","Defense",NA,600000,"USD",NA,"nhl-fredrik-claesson","hockey","","33","inches","pounds",198,1,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","42add1c3-7eed-4356-bd0b-cc3aa88693e8"
"521","e4962721-9a66-4989-8aff-ed4e806880f6","2016-10-12T19:14:24-04:00","2016-10-19T12:58:37-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Kale","unknown",NA,NA,"0","Clague",NA,"Kale Clague",NA,"D","D",NA,NA,"USD",NA,"nhl-kale-clague","hockey","","0","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"ae19bcc6-3f57-46a0-9a14-6b0752155691"
"522","b2c823ca-3962-4da3-8138-b72b3028bd72","2016-04-06T11:05:54-04:00","2016-04-06T11:20:06-04:00",FALSE,"bats_unknown","1976-12-23",NA,"Wapella","CAN",154,6,"1996","Montreal","Brett","left",72,NA,"7,142,875","Clark",NA,"Brett Clark",NA,"D","Defense",NA,7142875,"USD",NA,"nhl-brett-clark","hockey","Saskatchewan","5","inches","pounds",194,13,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","7e5c2566-c3cc-4b2e-98e6-d8bce74b7fbc"
"523","f5b9257b-97f4-4fdc-a2a1-3f7481a2d38c","2016-04-06T11:09:35-04:00","2016-04-06T11:09:35-04:00",FALSE,"bats_unknown","1976-03-08",NA,"South Windsor","USA",77,3,"1994","Calgary","Chris","right",72,NA,"0","Clark",NA,"Chris Clark",NA,"RW","Right Wing",NA,NA,"USD",NA,"nhl-chris-clark","hockey","Connecticut",NA,"inches","pounds",198,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","3132cb24-c9a9-406f-bb88-1692e013e3cf","e9d7bcb5-6723-4ca9-b1d9-1ccd026be1cb"
"524","d0236864-e969-4e27-9670-f3f54af1e453","2016-10-12T19:12:21-04:00","2016-10-12T19:34:55-04:00",FALSE,"bats_unknown",NA,"N",NA,"",NA,NA,NA,NA,"Emerson","unknown",NA,NA,"0","Clark",NA,"Emerson Clark",NA,"F","F",NA,NA,"USD",NA,"nhl-emerson-clark","hockey","","0","inches","pounds",NA,NA,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9",NA,"4ca89483-65ae-484d-bda9-eacba9ff4915"
"525","9254757e-b674-4e4e-a3a4-28718fd630c4","2016-04-06T11:16:28-04:00","2016-04-06T11:16:28-04:00",FALSE,"bats_unknown","1992-02-27",NA,"Eden Prairie","USA",82,3,"2010","New York Islanders","Jason","left",74,NA,"560,000","Clark",NA,"Jason Clark",NA,"C","Center",NA,560000,"USD",NA,"nhl-jason-clark","hockey","Minnesota","72","inches","pounds",180,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","1f2dbc61-cced-4d84-9ee9-81bae4c9c70f"
"526","b10fb0e8-f9f6-4640-bb82-7f37c7d056c3","2016-01-06T01:54:20-05:00","2016-10-12T19:32:51-04:00",FALSE,"bats_unknown","1990-10-17","N","Lakewood","",37,2,"2009",NA,"Mat","unknown",76,NA,"600,000","Clark",NA,"Mat Clark",NA,"D","Defense",NA,600000,"USD",NA,"nhl-mat-clark","hockey","","5","inches","pounds",213,5,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","d3a3ddfb-4a36-4ae1-964b-9d2deadba761","4cab4924-a7f5-43c5-8c16-73276fe5b485"
"527","a70c83b4-e26b-419f-8243-e87f05050f51","2016-04-06T11:15:08-04:00","2016-04-06T11:15:08-04:00",FALSE,"bats_unknown","1994-04-29",NA,"London","CAN",132,5,"2012","Colorado","Michael","left",71,NA,"0","Clarke",NA,"Michael Clarke",NA,"C","Center",NA,NA,"USD",NA,"nhl-michael-clarke","hockey","Ontario","63","inches","pounds",184,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","a0248bb6-90aa-40e4-b849-70d257ed45d3","4cab4924-a7f5-43c5-8c16-73276fe5b485"
"528","b2d619a4-5109-4234-9eb3-161b33d51f2e","2016-04-06T11:06:26-04:00","2016-04-06T11:06:26-04:00",TRUE,"bats_unknown","1979-06-11",NA,"La Verne","USA",250,9,"1999","Los Angeles","Noah","left",69,NA,"0","Clarke",NA,"Noah Clarke",NA,"LW","Left Wing",NA,NA,"USD",NA,"nhl-noah-clarke","hockey","California",NA,"inches","pounds",175,0,"48803e9e-c4ec-414a-a85d-9abfa6e9cfd9","4329a9bc-8f07-4c48-8e19-b142678e68c6","fbbff0b0-b4e4-41eb-a179-f505bc922c14"
